Accident_Index,Accident Date,Month,Year,Day_of_Week,Junction_Control,Junction_Detail,Accident_Severity,Latitude,Light_Conditions,Local_Authority_(District),Carriageway_Hazards,Longitude,Number_of_Casualties,Number_of_Vehicles,Police_Force,Road_Surface_Conditions,Road_Type,Speed_limit,Time,Urban_or_Rural_Area,Weather_Conditions,Vehicle_Type
200901BS70659,15-11-2021,Nov,2021,Sunday,Give way or uncontrolled,T or staggered junction,Slight,51.496779,Darkness - lights lit,Kensington and Chelsea,None,-0.159026,1,2,Metropolitan Police,Wet or damp,Single carriageway,30,23:07,Urban,Fine no high winds,Van / Goods 3.5 tonnes mgw or under
200901BS70660,15-11-2021,Nov,2021,Sunday,Give way or uncontrolled,T or staggered junction,Slight,51.497451,Darkness - lights lit,Kensington and Chelsea,None,-0.167499,1,2,Metropolitan Police,Dry,Dual carriageway,30,18:50,Urban,Fine no high winds,Van / Goods 3.5 tonnes mgw or under
200901BS70661,12-11-2021,Nov,2021,Thursday,Give way or uncontrolled,Private drive or entrance,Slight,51.486398,Darkness - lights lit,Kensington and Chelsea,None,-0.150802,1,2,Metropolitan Police,Dry,Single carriageway,30,15:55,Urban,Fine no high winds,Car
200901BS70663,12-11-2021,Nov,2021,Thursday,Give way or uncontrolled,T or staggered junction,Serious,51.496752,Daylight,Kensington and Chelsea,None,-0.168824,1,2,Metropolitan Police,Dry,Single carriageway,30,09:30,Urban,Fine no high winds,Car
200901BS70665,17-11-2021,Nov,2021,Tuesday,Give way or uncontrolled,Roundabout,Slight,51.515582,Daylight,Kensington and Chelsea,None,-0.205975,1,2,Metropolitan Police,Dry,Roundabout,30,08:55,Urban,Fine no high winds,Car
200901BS70666,16-11-2021,Nov,2021,Monday,Data missing or out of range,Not at junction or within 20 metres,Slight,51.491834,Daylight,Kensington and Chelsea,None,-0.159081,1,1,Metropolitan Police,Dry,Single carriageway,30,12:20,Urban,Fine no high winds,Car
200901BS70667,11-11-2021,Nov,2021,Wednesday,Data missing or out of range,Not at junction or within 20 metres,Slight,51.485093,Daylight,Kensington and Chelsea,None,-0.182398,1,2,Metropolitan Police,Dry,Single carriageway,30,10:00,Urban,Fine no high winds,Car
200901BS70668,23-11-2021,Nov,2021,Monday,Auto traffic signal,Crossroads,Slight,51.494902,Darkness - lights lit,Kensington and Chelsea,None,-0.182872,1,2,Metropolitan Police,Wet or damp,Single carriageway,30,02:50,Urban,Raining no high winds,Car
200901BS70669,19-11-2021,Nov,2021,Thursday,Give way or uncontrolled,T or staggered junction,Slight,51.493377,Daylight,Kensington and Chelsea,None,-0.194746,1,2,Metropolitan Police,Dry,One way street,30,09:25,Urban,Fine no high winds,Car
200901BS70670,19-11-2021,Nov,2021,Thursday,Give way or uncontrolled,T or staggered junction,Slight,51.523769,Darkness - lights lit,Kensington and Chelsea,None,-0.20623,1,1,Metropolitan Police,Dry,Single carriageway,30,18:10,Urban,Fine no high winds,Agricultural vehicle
200901BS70671,07-11-2021,Nov,2021,Saturday,Give way or uncontrolled,T or staggered junction,Slight,51.498412,Darkness - lights lit,Kensington and Chelsea,None,-0.165732,1,2,Metropolitan Police,Wet or damp,Single carriageway,30,23:35,Urban,Raining no high winds,Motorcycle over 500cc
200901BS70672,17-11-2021,Nov,2021,Tuesday,Give way or uncontrolled,Roundabout,Slight,51.515799,Daylight,Hammersmith and Fulham,None,-0.220235,1,2,Metropolitan Police,Dry,Roundabout,50,05:40,Urban,Fine no high winds,Car
200901BS70673,05-11-2021,Nov,2021,Thursday,Give way or uncontrolled,Crossroads,Slight,51.506544,Daylight,Kensington and Chelsea,None,-0.214832,1,2,Metropolitan Police,Dry,Single carriageway,30,19:20,Urban,Fine no high winds,Car
200901BS70674,16-11-2021,Nov,2021,Monday,Data missing or out of range,Not at junction or within 20 metres,Slight,51.507047,Daylight,Kensington and Chelsea,None,-0.194782,1,1,Metropolitan Police,Dry,Single carriageway,30,09:50,Urban,Fine no high winds,Car
200901BS70675,25-11-2021,Nov,2021,Wednesday,Auto traffic signal,Crossroads,Slight,51.48106,Daylight,Kensington and Chelsea,None,-0.183279,1,2,Metropolitan Police,Dry,Single carriageway,30,15:10,Urban,Fine no high winds,Car
200901BS70676,12-11-2021,Nov,2021,Thursday,Auto traffic signal,Crossroads,Slight,51.494907,Darkness - lights lit,Kensington and Chelsea,None,-0.18316,1,1,Metropolitan Police,Wet or damp,Single carriageway,30,17:35,Urban,Raining no high winds,Car
200901BS70677,28-11-2021,Nov,2021,Saturday,Give way or uncontrolled,T or staggered junction,Slight,51.519267,Darkness - lights lit,Kensington and Chelsea,None,-0.21765,1,1,Metropolitan Police,Wet or damp,Single carriageway,30,20:00,Urban,Raining no high winds,Car
200901BS70678,28-11-2021,Nov,2021,Saturday,Give way or uncontrolled,T or staggered junction,Slight,51.4971,Darkness - lights lit,Kensington and Chelsea,None,-0.16809,1,1,Metropolitan Police,Wet or damp,Single carriageway,30,20:40,Urban,Raining no high winds,Car
200901BS70681,30-11-2021,Nov,2021,Monday,Data missing or out of range,Not at junction or within 20 metres,Slight,51.517353,Daylight,Kensington and Chelsea,None,-0.210085,1,1,Metropolitan Police,Wet or damp,Single carriageway,30,16:45,Urban,Raining no high winds,Car
200901BS70682,01-12-2021,Dec,2021,Tuesday,Give way or uncontrolled,T or staggered junction,Slight,51.498244,Daylight,Kensington and Chelsea,None,-0.201325,1,2,Metropolitan Police,Dry,Single carriageway,30,08:11,Urban,Fine no high winds,Car
200901BS70683,01-12-2021,Dec,2021,Tuesday,Give way or uncontrolled,T or staggered junction,Slight,51.492499,Daylight,Kensington and Chelsea,None,-0.178646,1,2,Metropolitan Police,Wet or damp,Dual carriageway,30,07:57,Urban,Fine no high winds,Car
200901BS70684,01-12-2021,Dec,2021,Tuesday,Auto traffic signal,Crossroads,Slight,51.495084,Daylight,Kensington and Chelsea,None,-0.183009,1,1,Metropolitan Police,Dry,Single carriageway,30,13:31,Urban,Fine no high winds,Car
200901BS70687,02-10-2021,Oct,2021,Friday,Auto traffic signal,Crossroads,Slight,51.484276,Daylight,Kensington and Chelsea,None,-0.176093,1,2,Metropolitan Police,Dry,Single carriageway,30,11:00,Urban,Fine no high winds,Car
200901BS70688,02-10-2021,Oct,2021,Friday,Give way or uncontrolled,T or staggered junction,Slight,51.488956,Daylight,Kensington and Chelsea,None,-0.164815,1,1,Metropolitan Police,Dry,Single carriageway,30,11:07,Urban,Fine no high winds,Van / Goods 3.5 tonnes mgw or under
200901BS70689,01-12-2021,Dec,2021,Tuesday,Give way or uncontrolled,Crossroads,Slight,51.510031,Daylight,Kensington and Chelsea,None,-0.207634,1,1,Metropolitan Police,Frost or ice,Single carriageway,30,07:33,Urban,Fine no high winds,Car
200901BS70690,03-12-2021,Dec,2021,Thursday,Give way or uncontrolled,T or staggered junction,Slight,51.521825,Daylight,Kensington and Chelsea,None,-0.208469,1,2,Metropolitan Police,Wet or damp,Single carriageway,30,06:43,Urban,Raining no high winds,Car
200901BS70691,26-11-2021,Nov,2021,Thursday,Give way or uncontrolled,T or staggered junction,Slight,51.486561,Daylight,Kensington and Chelsea,None,-0.190118,1,1,Metropolitan Police,Dry,Single carriageway,30,08:50,Urban,Fine no high winds,Car
200901BS70692,04-12-2021,Dec,2021,Friday,Data missing or out of range,Not at junction or within 20 metres,Slight,51.518624,Daylight,Kensington and Chelsea,None,-0.2109,1,2,Metropolitan Police,Dry,Single carriageway,30,15:45,Urban,Fine no high winds,Car
200901BS70693,02-12-2021,Dec,2021,Wednesday,Give way or uncontrolled,Crossroads,Slight,51.514948,Daylight,Kensington and Chelsea,None,-0.21753,1,1,Metropolitan Police,Wet or damp,Single carriageway,30,13:11,Urban,Fine no high winds,Car
200901BS70694,03-12-2021,Dec,2021,Thursday,Give way or uncontrolled,T or staggered junction,Slight,51.510443,Daylight,Kensington and Chelsea,None,-0.205168,1,2,Metropolitan Police,Wet or damp,Single carriageway,30,12:18,Urban,Fine no high winds,Car
200901BS70695,28-11-2021,Nov,2021,Saturday,Give way or uncontrolled,T or staggered junction,Slight,51.495537,Darkness - lights lit,Kensington and Chelsea,None,-0.17161,1,1,Metropolitan Police,Wet or damp,Single carriageway,30,17:55,Urban,Raining no high winds,Car
200901BS70697,07-12-2021,Dec,2021,Monday,Auto traffic signal,Crossroads,Slight,51.482258,Daylight,Kensington and Chelsea,None,-0.173582,1,2,Metropolitan Police,Wet or damp,Single carriageway,30,08:40,Urban,Fine no high winds,Car
200901BS70698,29-11-2021,Nov,2021,Sunday,Auto traffic signal,T or staggered junction,Slight,51.498924,Darkness - lights lit,Kensington and Chelsea,None,-0.198705,1,2,Metropolitan Police,Wet or damp,Dual carriageway,30,02:50,Urban,Fine no high winds,Car
200901BS70700,04-12-2021,Dec,2021,Friday,Give way or uncontrolled,T or staggered junction,Slight,51.517252,Darkness - lights lit,Kensington and Chelsea,None,-0.203459,1,2,Metropolitan Police,Wet or damp,Single carriageway,30,18:10,Urban,Raining no high winds,Car
200901BS70701,07-12-2021,Dec,2021,Monday,Auto traffic signal,T or staggered junction,Serious,51.500819,Darkness - lights lit,Kensington and Chelsea,None,-0.193299,1,2,Metropolitan Police,Wet or damp,Dual carriageway,30,18:52,Urban,Fine no high winds,Car
200901BS70702,07-12-2021,Dec,2021,Monday,Give way or uncontrolled,T or staggered junction,Slight,51.50003,Daylight,Kensington and Chelsea,None,-0.159904,1,2,Metropolitan Police,Wet or damp,Single carriageway,30,12:46,Urban,Raining no high winds,Motorcycle 50cc and under
200901BS70703,08-12-2021,Dec,2021,Tuesday,Auto traffic signal,T or staggered junction,Slight,51.480177,Darkness - lights lit,Kensington and Chelsea,None,-0.178561,1,2,Metropolitan Police,Wet or damp,Single carriageway,30,21:23,Urban,Raining no high winds,Car
200901BS70704,05-12-2021,Dec,2021,Saturday,Auto traffic signal,T or staggered junction,Fatal,51.501205,Darkness - lights lit,Kensington and Chelsea,None,-0.160289,1,1,Metropolitan Police,Dry,Single carriageway,30,21:00,Urban,Fine no high winds,Car
200901BS70705,30-11-2021,Nov,2021,Monday,Data missing or out of range,Not at junction or within 20 metres,Fatal,51.498091,Daylight,Kensington and Chelsea,None,-0.17972,1,2,Metropolitan Police,Wet or damp,Single carriageway,30,13:40,Urban,Raining no high winds,Car
200901BS70706,11-12-2021,Dec,2021,Friday,Give way or uncontrolled,Slip road,Fatal,51.515841,Darkness - lights lit,Kensington and Chelsea,None,-0.217063,1,2,Metropolitan Police,Dry,Dual carriageway,30,18:45,Urban,Fine no high winds,Car
200901BS70707,13-12-2021,Dec,2021,Sunday,Give way or uncontrolled,Roundabout,Fatal,51.506961,Darkness - lights lit,Kensington and Chelsea,None,-0.212654,1,1,Metropolitan Police,Wet or damp,Roundabout,30,16:30,Urban,Raining no high winds,Car
200901BS70708,05-12-2021,Dec,2021,Saturday,Auto traffic signal,Crossroads,Fatal,51.481575,Darkness - lights lit,Kensington and Chelsea,None,-0.181674,1,1,Metropolitan Police,Wet or damp,Single carriageway,30,22:20,Urban,Raining no high winds,Van / Goods 3.5 tonnes mgw or under
200901BS70709,11-12-2021,Dec,2021,Friday,Auto traffic signal,Crossroads,Fatal,51.484044,Darkness - lights lit,Kensington and Chelsea,None,-0.184312,1,2,Metropolitan Police,Dry,Single carriageway,30,21:35,Urban,Fine no high winds,Motorcycle 50cc and under
200901BS70710,04-12-2021,Dec,2021,Friday,Give way or uncontrolled,T or staggered junction,Fatal,51.486491,Darkness - lights lit,Kensington and Chelsea,None,-0.17975,1,1,Metropolitan Police,Wet or damp,Single carriageway,30,19:40,Urban,Raining no high winds,Car
200901BS70711,09-12-2021,Dec,2021,Wednesday,Give way or uncontrolled,T or staggered junction,Fatal,51.506353,Daylight,Kensington and Chelsea,None,-0.208211,1,2,Metropolitan Police,Dry,Single carriageway,30,10:00,Urban,Fine no high winds,Motorcycle over 500cc
200901BS70712,10-12-2021,Dec,2021,Thursday,Give way or uncontrolled,T or staggered junction,Fatal,51.481318,Darkness - lights lit,Kensington and Chelsea,None,-0.182548,1,2,Metropolitan Police,Dry,Single carriageway,30,22:15,Urban,Fine no high winds,Car
200901BS70713,10-12-2021,Dec,2021,Thursday,Give way or uncontrolled,T or staggered junction,Fatal,51.495501,Daylight,Kensington and Chelsea,None,-0.175069,1,2,Metropolitan Police,Dry,Single carriageway,30,13:00,Urban,Fine no high winds,Car
200901BS70714,12-12-2021,Dec,2021,Saturday,Give way or uncontrolled,Crossroads,Fatal,51.519986,Darkness - lights lit,Kensington and Chelsea,None,-0.211712,1,2,Metropolitan Police,Dry,Single carriageway,30,22:25,Urban,Fine no high winds,Van / Goods 3.5 tonnes mgw or under
200901BS70716,08-12-2021,Dec,2021,Tuesday,Give way or uncontrolled,Crossroads,Fatal,51.513262,Darkness - lights lit,Kensington and Chelsea,None,-0.207219,1,2,Metropolitan Police,Dry,Single carriageway,30,21:22,Urban,Fine no high winds,Van / Goods 3.5 tonnes mgw or under
200901BS70717,03-12-2021,Dec,2021,Thursday,Give way or uncontrolled,T or staggered junction,Fatal,51.485639,Darkness - lights lit,Kensington and Chelsea,None,-0.177047,1,2,Metropolitan Police,Dry,Single carriageway,30,16:30,Urban,Fine no high winds,Car
200901BS70718,14-12-2021,Dec,2021,Monday,Give way or uncontrolled,T or staggered junction,Fatal,51.490991,Darkness - lights lit,Kensington and Chelsea,None,-0.197433,1,2,Metropolitan Police,Wet or damp,Single carriageway,30,16:20,Urban,Raining no high winds,Motorcycle over 500cc
200901BS70719,17-12-2021,Dec,2021,Thursday,Auto traffic signal,Crossroads,Fatal,51.489529,Daylight,Kensington and Chelsea,None,-0.190144,1,1,Metropolitan Police,Wet or damp,Single carriageway,30,13:00,Urban,Other,Car
200901BS70720,16-12-2021,Dec,2021,Wednesday,Give way or uncontrolled,Crossroads,Fatal,51.492515,Daylight,Kensington and Chelsea,None,-0.16813,1,1,Metropolitan Police,Wet or damp,Single carriageway,30,14:26,Urban,Snowing no high winds,Car
200901BS70721,17-12-2021,Dec,2021,Thursday,Auto traffic signal,More than 4 arms (not roundabout),Fatal,51.497037,Darkness - lights lit,Kensington and Chelsea,None,-0.204686,2,1,Metropolitan Police,Wet or damp,Single carriageway,30,18:26,Urban,Raining no high winds,Car
200901BS70722,18-12-2021,Dec,2021,Friday,Give way or uncontrolled,T or staggered junction,Fatal,51.501513,Darkness - lights lit,Kensington and Chelsea,None,-0.191687,1,2,Metropolitan Police,Wet or damp,Single carriageway,30,20:10,Urban,Fine no high winds,Car
200901BS70723,18-12-2021,Dec,2021,Friday,Data missing or out of range,Not at junction or within 20 metres,Slight,51.522386,Daylight,Kensington and Chelsea,None,-0.221708,1,2,Metropolitan Police,Dry,Single carriageway,30,13:22,Urban,Fine no high winds,Car
200901BS70724,19-12-2021,Dec,2021,Saturday,Auto traffic signal,Crossroads,Slight,51.495658,Daylight,Kensington and Chelsea,None,-0.173622,3,2,Metropolitan Police,Dry,Single carriageway,30,15:20,Urban,Fine no high winds,Car
200901BS70725,09-12-2021,Dec,2021,Wednesday,Give way or uncontrolled,T or staggered junction,Slight,51.492396,Daylight,Kensington and Chelsea,None,-0.166262,1,1,Metropolitan Police,Dry,Single carriageway,30,13:50,Urban,Fine no high winds,Car
200901BS70726,17-12-2021,Dec,2021,Thursday,Data missing or out of range,Not at junction or within 20 metres,Slight,51.505181,Darkness - lights lit,Kensington and Chelsea,None,-0.213877,1,2,Metropolitan Police,Snow,Single carriageway,30,21:30,Urban,Snowing no high winds,Car
200901BS70727,18-12-2021,Dec,2021,Friday,Give way or uncontrolled,T or staggered junction,Slight,51.486714,Darkness - lights lit,Kensington and Chelsea,None,-0.170955,1,1,Metropolitan Police,Wet or damp,Single carriageway,30,16:40,Urban,Snowing no high winds,Motorcycle 125cc and under
200901BS70728,07-11-2021,Nov,2021,Saturday,Give way or uncontrolled,T or staggered junction,Slight,51.504759,Darkness - lights lit,Kensington and Chelsea,None,-0.198043,1,2,Metropolitan Police,Dry,Single carriageway,30,16:30,Urban,Fine no high winds,Car
200901BS70729,15-12-2021,Dec,2021,Tuesday,Give way or uncontrolled,T or staggered junction,Slight,51.482582,Daylight,Kensington and Chelsea,None,-0.171264,1,2,Metropolitan Police,Dry,Single carriageway,30,08:56,Urban,Fine no high winds,Car
200901BS70730,11-12-2021,Dec,2021,Friday,Data missing or out of range,Not at junction or within 20 metres,Slight,51.49462,Daylight,Kensington and Chelsea,None,-0.193688,1,2,Metropolitan Police,Dry,Single carriageway,30,07:35,Urban,Fine no high winds,Car
200901BS70733,16-12-2021,Dec,2021,Wednesday,Give way or uncontrolled,T or staggered junction,Slight,51.495498,Daylight,Kensington and Chelsea,None,-0.174925,1,1,Metropolitan Police,Dry,Single carriageway,30,09:35,Urban,Fine no high winds,Car
200901BS70734,15-12-2021,Dec,2021,Tuesday,Give way or uncontrolled,T or staggered junction,Slight,51.514085,Darkness - lights lit,Kensington and Chelsea,None,-0.196377,1,2,Metropolitan Police,Dry,Single carriageway,30,05:50,Urban,Fine no high winds,Car
200901BS70735,06-12-2021,Dec,2021,Sunday,Data missing or out of range,Not at junction or within 20 metres,Slight,51.503035,Daylight,Kensington and Chelsea,None,-0.214681,1,2,Metropolitan Police,Wet or damp,Single carriageway,30,16:10,Urban,Fine no high winds,Motorcycle 125cc and under
200901BS70736,21-12-2021,Dec,2021,Monday,Auto traffic signal,Crossroads,Slight,51.48342,Darkness - lights lit,Kensington and Chelsea,None,-0.167342,1,2,Metropolitan Police,Dry,Single carriageway,30,03:32,Urban,Fine no high winds,Car
200901BS70738,22-12-2021,Dec,2021,Tuesday,Data missing or out of range,Not at junction or within 20 metres,Slight,51.4841,Daylight,Kensington and Chelsea,None,-0.176389,1,1,Metropolitan Police,Dry,Single carriageway,30,14:15,Urban,Fine no high winds,Motorcycle 125cc and under
200901BS70739,20-12-2021,Dec,2021,Sunday,Auto traffic signal,Crossroads,Slight,51.494377,Darkness - lights lit,Kensington and Chelsea,None,-0.195427,1,2,Metropolitan Police,Wet or damp,Single carriageway,30,22:50,Urban,Raining no high winds,Van / Goods 3.5 tonnes mgw or under
200901BS70740,18-12-2021,Dec,2021,Friday,Auto traffic signal,Crossroads,Slight,51.494377,Darkness - lights lit,Kensington and Chelsea,None,-0.195427,1,2,Metropolitan Police,Frost or ice,Dual carriageway,30,21:00,Urban,Fine + high winds,Car
200901BS70741,24-12-2021,Dec,2021,Thursday,Auto traffic signal,T or staggered junction,Slight,51.480177,Darkness - lights lit,Kensington and Chelsea,None,-0.178561,1,2,Metropolitan Police,Wet or damp,Single carriageway,30,00:05,Urban,Raining no high winds,Car
